compatibility,compatibility_surface,normalized_command,sblr_route,refusal_policy,source_search_key,compatibility_isolation,downstream_phase,cross_node_distributed_query_marker
apache_ignite,apache_ignite.admin.control_script,cluster.admin.refuse_reference_shell_control,sblr.cluster.control.v3:cluster.admin.refuse_reference_shell_control,exact_pre_provider_refusal_no_provider_call,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.admin.control_script,own_compatibility_surface_only,FPR-P2,not_cluster_query
opensearch,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/docs/dev/datasource-prometheus.md#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
opensearch,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/docs/dev/datasource-query-s3.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
opensearch,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/docs/user/ppl/cmd/fillnull.md#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
opensearch,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/docs/user/ppl/functions/condition.md#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
opensearch,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/release-notes/opensearch-sql.release-notes-2.10.0.0.md#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_catalog_inventory.csv#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_catalog_inventory.csv#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_seed_manifest.yaml#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/src/backend/utils/activity/wait_event_names.txt#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:failover_control,cluster.node.admit_member,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/specifications/chapters/compatibilitys/postgresql/README.md#keyword:failover,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/specifications/chapters/compatibilitys/postgresql/appendix-compatibility-postgresql-go-readiness-exact-extraction-closure.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
redis,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/redis/8.6.2/RELEASE_EVIDENCE_MANIFEST.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/redis/8.6.2/license/LICENSE.txt#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
redis,reference_surface:failover_control,cluster.node.admit_member,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/redis/8.6.2/source/.github/workflows/daily.yml#keyword:failover,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/redis/8.6.2/source/CODE_OF_CONDUCT.md#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/redis/8.6.2/source/deps/hiredis/.github/workflows/release-drafter.yml#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/redis/8.6.2/source/modules/vector-sets/README.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/redis/8.6.2/source/src/commands/cluster-myshardid.json#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
sqlite,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/doc/jsonb.md#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/ext/fts3/unicode/CaseFolding.txt#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/ext/fts3/unicode/UnicodeData.txt#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/ext/fts3/unicode/UnicodeData.txt#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/tool/dbtotxt.md#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
sqlite,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/specifications/chapters/compatibilitys/sqlite/appendix-compatibility-sqlite-exact-extraction-slice-12-aggregate-window-and-select-expression-runtime-profile.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
tidb,reference_surface:changefeed_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:changefeed,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tidb/datatype-summary.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tidb/8.5.6/regression/SOURCE_POINTERS.md#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tidb/8.5.6/release-notes/RELEASE_NOTES_SOURCE.md#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:failover_control,cluster.node.admit_member,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tidb/8.5.6/release-notes/RELEASE_NOTES_SOURCE.md#keyword:failover,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/.codecov.yml#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/build/nogo_config.json#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/docs/design/2018-10-22-the-column-pool.md#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/docs/design/2020-01-24-collations.md#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/tikv/index-and-optimizer-summary.md#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tikv/8.1.2/clean-room/NOTES.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
tikv,reference_surface:changefeed_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:changefeed,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tikv/8.1.2/source/README.md#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/tikv/8.1.2/source/README.md#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:vtgate_route,cluster.query.route_shard_read,required_new:sblr.cluster.query.v1:cluster.query.route_shard_read,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:vtgate,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
