compatibility,compatibility_surface,normalized_command,parser_route,sblr_route,refusal_policy
apache_ignite,apache_ignite.admin.control_script,cluster.admin.refuse_reference_shell_control,source_search_key=project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.admin.control_script;intake_id=FSC-INTAKE-COMPATIBILITY-0001;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.admin.refuse_reference_shell_control,exact_pre_provider_refusal_no_provider_call
redis,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0351;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
redis,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_release_acquisition/redis/8.6.2/RELEASE_EVIDENCE_MANIFEST.yaml#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0352;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
redis,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/redis/8.6.2/license/LICENSE.txt#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0353;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
redis,reference_surface:failover_control,cluster.node.admit_member,source_search_key=docs/reference/compatibility_release_acquisition/redis/8.6.2/source/.github/workflows/daily.yml#keyword:failover;intake_id=FSC-INTAKE-COMPATIBILITY-0354;source_family=failover_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
redis,reference_surface:leader_election,cluster.node.set_role,source_search_key=docs/reference/compatibility_release_acquisition/redis/8.6.2/source/CODE_OF_CONDUCT.md#keyword:leader;intake_id=FSC-INTAKE-COMPATIBILITY-0355;source_family=leader_election;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
redis,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility_release_acquisition/redis/8.6.2/source/deps/hiredis/.github/workflows/release-drafter.yml#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0356;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
redis,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility_release_acquisition/redis/8.6.2/source/modules/vector-sets/README.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0357;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
redis,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/redis/8.6.2/source/src/commands/cluster-myshardid.json#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0358;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0359;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0360;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0361;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0362;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/sqlite/3.53.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0363;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/doc/jsonb.md#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0364;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/ext/fts3/unicode/CaseFolding.txt#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0365;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/ext/fts3/unicode/UnicodeData.txt#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0366;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:leader_election,cluster.node.set_role,source_search_key=docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/ext/fts3/unicode/UnicodeData.txt#keyword:leader;intake_id=FSC-INTAKE-COMPATIBILITY-0367;source_family=leader_election;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/tool/dbtotxt.md#keyword:tablet;intake_id=FSC-INTAKE-COMPATIBILITY-0368;source_family=tablet_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
sqlite,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/specifications/chapters/compatibilitys/sqlite/appendix-compatibility-sqlite-exact-extraction-slice-12-aggregate-window-and-select-expression-runtime-profile.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0369;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0370;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0371;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:changefeed_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:changefeed;intake_id=FSC-INTAKE-COMPATIBILITY-0372;source_family=changefeed_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0373;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0374;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0375;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility-engines/tidb/datatype-summary.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0376;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:leader_election,cluster.node.set_role,source_search_key=docs/reference/compatibility_release_acquisition/tidb/8.5.6/regression/SOURCE_POINTERS.md#keyword:leader;intake_id=FSC-INTAKE-COMPATIBILITY-0377;source_family=leader_election;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility_release_acquisition/tidb/8.5.6/release-notes/RELEASE_NOTES_SOURCE.md#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0378;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:failover_control,cluster.node.admit_member,source_search_key=docs/reference/compatibility_release_acquisition/tidb/8.5.6/release-notes/RELEASE_NOTES_SOURCE.md#keyword:failover;intake_id=FSC-INTAKE-COMPATIBILITY-0379;source_family=failover_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/.codecov.yml#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0380;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/build/nogo_config.json#keyword:tablet;intake_id=FSC-INTAKE-COMPATIBILITY-0381;source_family=tablet_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/docs/design/2018-10-22-the-column-pool.md#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0382;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tidb,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/docs/design/2020-01-24-collations.md#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0383;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0384;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0385;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0386;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility-engines/tikv/index-and-optimizer-summary.md#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0387;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/tikv/8.1.2/clean-room/NOTES.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0388;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:changefeed_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:changefeed;intake_id=FSC-INTAKE-COMPATIBILITY-0389;source_family=changefeed_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0390;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:leader_election,cluster.node.set_role,source_search_key=docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:leader;intake_id=FSC-INTAKE-COMPATIBILITY-0391;source_family=leader_election;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0392;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0393;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_release_acquisition/tikv/8.1.2/source/README.md#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0394;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
tikv,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/tikv/8.1.2/source/README.md#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0395;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0396;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0397;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0398;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:tablet;intake_id=FSC-INTAKE-COMPATIBILITY-0399;source_family=tablet_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:vtgate_route,cluster.query.route_shard_read,source_search_key=docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:vtgate;intake_id=FSC-INTAKE-COMPATIBILITY-0400;source_family=vtgate_route;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.route_shard_read,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0401;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility-engines/vitess/transaction-and-cluster-summary.md#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0402;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_catalog_seeds/vitess/vitess_beta2_full_seed_manifest.yaml#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0403;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/vitess/23.0.3/release-notes/README.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0404;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/actions/tune-os/action.yml#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0405;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/pull_request_template.md#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0406;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:vttablet_route,cluster.query.route_shard_read,source_search_key=docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/workflows/docker_build_images.yml#keyword:vttablet;intake_id=FSC-INTAKE-COMPATIBILITY-0407;source_family=vttablet_route;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.route_shard_read,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:failover_control,cluster.node.admit_member,source_search_key=docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/12.0/12.0.0/release_notes.md#keyword:failover;intake_id=FSC-INTAKE-COMPATIBILITY-0408;source_family=failover_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
vitess,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/12.0/12.0.0/release_notes.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0409;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
