compatibility,external_authority_surface,provider_boundary,admission_policy,fail_closed_behavior,test_destination,source_search_key
postgresql,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/.cirrus.tasks.yml#keyword:process
postgresql,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/specifications/chapters/compatibilitys/postgresql/appendix-compatibility-postgresql-exact-extraction-slice-103-copy-bulk-io-and-program-file-profile.md#keyword:ingest
redis,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/redis/README.md#keyword:file
redis,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:external
redis,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:tool
redis,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:migration
redis,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/redis/8.6.2/clean-room/NOTES.md#keyword:copy
redis,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/redis/8.6.2/license/LICENSE.txt#keyword:backup
redis,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/redis/8.6.2/license/LICENSE.txt#keyword:import
redis,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/redis/8.6.2/license/LICENSE.txt#keyword:extension
redis,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/redis/8.6.2/regression/tests/README.md#keyword:process
redis,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/specifications/chapters/compatibilitys/redis/README.md#keyword:ingest
sqlite,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/sqlite/README.md#keyword:file
sqlite,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:extension
sqlite,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:external
sqlite,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:tool
sqlite,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:foreign
sqlite,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:migration
sqlite,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/clean-room/NOTES.md#keyword:copy
sqlite,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:backup
sqlite,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:import
sqlite,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:process
sqlite,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/specifications/chapters/compatibilitys/sqlite/appendix-compatibility-sqlite-exact-extraction-slice-19-fts3-fts4-legacy-module-profile.md#keyword:ingest
tidb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:service
tidb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tidb/datatype-summary.md#keyword:file
tidb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tidb/index-and-optimizer-summary.md#keyword:process
tidb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tidb/license-and-use-summary.md#keyword:copy
tidb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tidb/wire-and-migration-summary.md#keyword:import
tidb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tidb/wire-and-migration-summary.md#keyword:migration
tidb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tidb/wire-and-migration-summary.md#keyword:ingest
tidb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/tidb/tidb_beta2_full_seed_manifest.yaml#keyword:plugin
tidb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/tidb/tidb_beta2_full_seed_manifest.yaml#keyword:external
tidb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/.github/workflows/integration-test-dumpling.yml#keyword:restore
tidb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/docs/design/2020-06-24-placement-rules-in-sql.md#keyword:foreign
tikv,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:backup
tikv,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:import
tikv,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:file
tikv,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tikv/index-and-optimizer-summary.md#keyword:process
tikv,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tikv/license-and-use-summary.md#keyword:copy
tikv,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tikv/wire-and-migration-summary.md#keyword:migration
tikv,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/tikv/wire-and-migration-summary.md#keyword:ingest
tikv,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/tikv/tikv_beta2_full_seed_manifest.yaml#keyword:external
tikv,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/tikv/tikv_beta2_full_seed_manifest.yaml#keyword:tool
tikv,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:plugin
vitess,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:migration
vitess,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/vitess/datatype-summary.md#keyword:file
vitess,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/vitess/license-and-use-summary.md#keyword:copy
vitess,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/vitess/wire-and-migration-summary.md#keyword:import
vitess,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/vitess/wire-and-migration-summary.md#keyword:ingest
vitess,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/vitess/vitess_beta2_full_seed_manifest.yaml#keyword:external
vitess,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/vitess/vitess_beta2_full_seed_manifest.yaml#keyword:tool
vitess,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/vitess/23.0.3/release-notes/README.md#keyword:process
vitess,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/workflows/cluster_endtoend.yml#keyword:backup
vitess,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/workflows/docker_build_images.yml#keyword:extension
vitess,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/10.0/10.0.0/release_notes.md#keyword:foreign
xtdb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/xtdb/datatype-summary.md#keyword:file
xtdb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/xtdb/license-and-use-summary.md#keyword:copy
xtdb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/xtdb/wire-and-migration-summary.md#keyword:import
xtdb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/xtdb/wire-and-migration-summary.md#keyword:migration
xtdb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/xtdb/wire-and-migration-summary.md#keyword:ingest
xtdb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/xtdb/xtdb_beta2_full_seed_manifest.yaml#keyword:external
xtdb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/xtdb/xtdb_beta2_full_seed_manifest.yaml#keyword:tool
xtdb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/.claude/skills/jstack/skill.md#keyword:process
xtdb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/.devcontainer/README.md#keyword:extension
xtdb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/.github/workflows/build-connect.yml#keyword:connector
xtdb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/docs/src/content/docs/ops/aws.md#keyword:backup
yugabytedb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/yugabytedb/capability-summary.md#keyword:import
yugabytedb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/yugabytedb/datatype-summary.md#keyword:file
yugabytedb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/yugabytedb/license-and-use-summary.md#keyword:copy
yugabytedb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/yugabytedb/wire-and-migration-summary.md#keyword:migration
yugabytedb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility-engines/yugabytedb/wire-and-migration-summary.md#keyword:ingest
yugabytedb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/yugabytedb/yugabytedb_beta2_full_seed_manifest.yaml#keyword:extension
yugabytedb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/yugabytedb/yugabytedb_beta2_full_seed_manifest.yaml#keyword:external
yugabytedb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/yugabytedb/yugabytedb_beta2_full_seed_manifest.yaml#keyword:tool
yugabytedb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/yugabytedb/yugabytedb_beta2_full_seed_manifest.yaml#keyword:foreign
yugabytedb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:backup
yugabytedb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/source/.circleci/config.yml#keyword:process
